"Metric Subcategory ID","Category","Subcategory","Description","Keywords","# Protocols","Subcategory Foci","Most Recent Commenter","Count of Comments/Replies"
"96","Fish","Stray Rate","The percentage or fraction of a species that stray and mix with a known gene pool.","hatchery, hatchery-origin, basin, population, fraction, straying, inter, stock, wild, genetic drift, origin, anadromous, potadromous","70","Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"97","Fish","Survival: Fish","Across more than one life stage, the number of species that remain alive to a specified time at a specified geographic range or location (e.g., to a dam, upstream or downstream, in hatchery, after release from a hatchery, during or after transportation, etc.).","smolt-adult, SAR, count, survivorship, recruit, generation, mortality, demography, population viability analysis, PVA, eggs, parr, alevins, fry, juveniles, yearling, smolts, adults, hatchery, wild","162","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"99","Fish","Survival Rate: Fish","Across more than one life stage, the proportion of total population entering an area that are alive when they leave. Typically a percentage based on total population size and known mortality.","Smolt-to-Adult, Return, Rate, (SAR), parr, adult, count, survivorship, recruit, generation, mortality, demography, population viability analysis, PVA, eggs, alevins, fry, juveniles, yearling, smolts, hatchery, wild","242","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"101","Fish","Timing of Life Stage: Fish","The time period a fish species life stage is present.","migration, spawning, breeding, run, residence, temporal, distribution, generations, days, months, years, demography, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, migrants, outmigrants, spawners, returners, breeders, jacks, jennys, carcasses","233","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"163","Fish","Productivity:  Fish","The productivity of a fish species within or between generations.","recruit, spawner, R/S, smolt, equivalents, SAR, ratio, production, survival, fecundity, reproduction, demography, count, survivorship, generation, mortality, population viability analysis, predation, hatchery, wild, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, redds, nests, breeders, returners","161","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"199","Fish","Entrainment","The fish mortality associated with the number of fish that are forced through a specified route.","barriers, loss, dams, passage, migration, movement, migrants, spawners, irrigation, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, anadromous, potadromous","42","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"200","Fish","Lipid Content","The measurement of lipid content or concentration in a fish species. ","fat, energy, condition, stress, fatty acids, diet, metabolism, bioenergetics","20",,"&lt;none&gt;","0 comments, 0 replies"
"201","Fish","Mark/Tag Application","The act of placing a mark or tag on a species by quantity and tag type.","PIT, passive integrated transponder, coded wire, CWT, fin, clip, punch, acoustic, radio, floy, marking, mark-recapture, sonic, acoustic, spaghetti, jaw, elastomer, freeze, brand, VIE, dye, marking, dorsal, ventral, adipose, pectoral, caudal, cheek, punch","190",,"&lt;none&gt;","0 comments, 0 replies"
"202","Fish","Origin","The identification of the source of a species  existence (natural or hatchery).","wild, ESU, stock, run, broodstock","167",,"&lt;none&gt;","0 comments, 0 replies"
"203","Fish","Scales","Measurement and evaluation of fish scales.","scale, scales, lost, removed, health, condition, abrasion, turbine, passage","72",,"&lt;none&gt;","0 comments, 0 replies"
"205","Fish","Body Temperature:  Fish","Measurement of fish body temperature in Celsius or Fahrenheit.","add thermometer, infrared, biometric, thermistor","12",,"&lt;none&gt;","0 comments, 0 replies"
"206","Fish","Weight: Fish","Measurement of the mass of a fish species.","harvest, biomass, yield, catch, scales, biometrics, length-weight, hatchery, wild, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults","240","Fish Life Stage, Fish Origin","&lt;none&gt;","0 comments, 0 replies"
"298","Fish","Diet: Fish","The identification of food consumed by fish by type and/or mass.","prey, stomach contents, fecal samples, stable isotopes, gut analysis","30",,"&lt;none&gt;","0 comments, 0 replies"
"248","Fish","Passage Efficiency","The percent of fish that pass through a passage structure.","barriers, entrainment, turbines, dams, culverts, weirs, screw traps, PIT, radio, telemetry, transmitter, fences, traps, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, migrants, spawners, anadromous, potadromous","18","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"249","Fish","Abundance of Fish Competitors","The number (count) of individual fish by species within a particular life stage that are present within a specified area that compete with other fish for limited resources.","competition, population size, distribution, estimate, sampling, surveys, tagging, electrofishing, snorkeling, netting, trapping, trawling, PIT, telemetry, acoustic, video, sonar, mark-recapture, angling, toxicants, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, migrants, spawners","8","Fish Life Stage","&lt;none&gt;","0 comments, 0 replies"
"282","Fish","Condition Factor","The ratio of length and weight of fish species.","mass, length-weight relationship, health, eggs, alevins, fry, parr, juveniles, yearling, smolts, adults, Fulton","64",,"&lt;none&gt;","0 comments, 0 replies"
"308","Hydrology/Water Quantity","Diversion Type","Identification of a water diversion type.","irrigation, screen, dams, pumps, culverts, dikes, groundwater, surface water, temporary, screened pipe, seasonal, barriers, impoundments, concrete, full, partial, intake","4",,"&lt;none&gt;","0 comments, 0 replies"
"207","Hydrology/Water Quantity","Evidence of Springs or Seeps","The presence of springs or seeps.","cold water refugia, losing, gaining, reach, bedrock, aquifers, ground water, subsurface, perennial, refugia","1",,"&lt;none&gt;","0 comments, 0 replies"
"208","Hydrology/Water Quantity","Presence of Stream Types","The evaluation of perennial, ephemeral, or intermittent stream types present.","rivers, channels, stream order, flow regime, episodic, springs, drainage, catchment, GIS","2",,"&lt;none&gt;","0 comments, 0 replies"
"209","Hydrology/Water Quantity","Runoff Timing","The calculation of the lag time of flows based on overland flow and topography.","snowpack, SNOWTEL, return interval, flooding, hydrograph, spring, precipitation, peak, spawning, discharge, flow","4",,"&lt;none&gt;","0 comments, 0 replies"
"210","Hydrology/Water Quantity","Tidal Influence","Area influenced by the ebb and flow of tides.","intertidal, supratidal, subtidal, winds, coastal, marine, neap, spring","1",,"&lt;none&gt;","0 comments, 0 replies"
"211","Hydrology/Water Quantity","Wave Condition","The height, frequency, or directionality of waves.","ocean, tidal, swell","0",,"&lt;none&gt;","0 comments, 0 replies"
"102","Hydrology/Water Quantity","Downwelling/Upwelling Indices","Index of coastal upwelling and downwelling.","ocean conditions, currents, nutrients, productivity, winds, convergence, divergence, Coriolis, Ekman, oceanography","2",,"&lt;none&gt;","0 comments, 0 replies"
"103","Hydrology/Water Quantity","ENSO Indices","Composite index of the El Niño Southern Oscillation (ENSO).","ocean condition, Pacific, climate, oceanography, sea surface temperature, Walker, warming, currents, remote sensing","0",,"&lt;none&gt;","0 comments, 0 replies"
"104","Hydrology/Water Quantity","Flow","Currents and flows are the rates and pattern or directionality of water movement.","streams, discharge, currents, Q, gauge, water level, flow meters, volume, hydrograph, rating curve, flume, surface water, rivers, channels, stream discharge","155",,"&lt;none&gt;","0 comments, 0 replies"
"105","Hydrology/Water Quantity","Ground Water Level Change","The change in ground water level over a specified period of time.","table, recharge, water table, aquifer, wells, overdraft, subsidence, springs, seeps, piezometer, water meter","31",,"&lt;none&gt;","0 comments, 0 replies"
"106","Hydrology/Water Quantity","Ocean Conditions","These indicators characterize conditions in the near-shore ocean, a key habitat because of ecological interconnections between estuary and ocean due to ocean currents, tides, and river discharge. (Temporal and spatial distributions and abundance, species composition and density, water temperature in surface layer, stage of the Pacific decadal oscillation.)","ENSO, PDO, Pacific, Decadal, Oscillation, El Nino, Index, marine, waves, upwelling, nutrients, winds, coast, bathymetry, intertidal","2",,"&lt;none&gt;","0 comments, 0 replies"
"107","Hydrology/Water Quantity","Pacific Decadal Oscillation","A composite index of the Pacific Decadal Oscillation ocean conditions representative for a specific time period.","PDO, currents, winds, convergence, divergence, upwelling, climate, sea surface temperature, oceanography, remote sensing","0",,"&lt;none&gt;","0 comments, 0 replies"
"108","Hydrology/Water Quantity","Rugosity","A measure of small-scale variations or amplitude in the height of a surface.  Rugosity may be used to quantify the resistance of an object moving through water, and compare objects of different sizes.","Froude number, Fr, elevation, roughness, Manning, open channels, substrate, hydraulic radius, rivers, streams","0",,"&lt;none&gt;","0 comments, 0 replies"
"109","Hydrology/Water Quantity","Hyporheic Flow","Rates and patterns of water moving through the ground.","groundwater, hyporheic, transmissivity, redds, eggs, upwelling, streams, rivers, channels, piezometer","6",,"&lt;none&gt;","0 comments, 0 replies"
"349","Hydrology/Water Quantity","Water Quantity Index","Composite index of various water flow metrics or indicators.","surface water, groundwater, water quality, water quantity, gauges, piezometers","7",,"&lt;none&gt;","0 comments, 0 replies"
"336","Hydrology/Water Quantity","Gauge","Identification of a flow measuring device and associated information.","irrigation, diversion, flume, staff, discharge, Q, surface water, station","42",,"&lt;none&gt;","0 comments, 0 replies"
"369","Landscape Form & Geomorphology","Aquatic or Floodplain Geomorphology:  Area","Unit of area of a habitat type within the aquatic or floodplain zone.","streams, rivers, riparian, terraces, oxbows, marshes, watersheds, recurrence interval, banks, bankfull, elevation, side channels, channels, cross-section, Rosgen","53","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"370","Landscape Form & Geomorphology","Upland:  Area","Unit of area of a habitat type within the upland zone.","altered, banks, beach, channels, cliffs, delta, dune, floodplain, gravel, islands, kelp, lagoon, lakes, ponds, reservoirs, overhanging vegetation, riparian, rivers, streams, shoreline, terrestrial, tidal, tide pools, wetlands, marshes, wet meadows, bogs, swamps, estuarine, marine, freshwater, saltwater","1","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"372","Landscape Form & Geomorphology","Depth:  Flood Prone","The depth of habitat that tends to flood.","width, riparian, streams, rivers, channels, side channels, bankfull, elevation, cross-section","3",,"&lt;none&gt;","0 comments, 0 replies"
"373","Landscape Form & Geomorphology","Density of Barriers","The density of natural or engineered structures that are considered barriers or impediments to species migration.","passage, road crossings, culverts, tidegates, dams, anthropogenic, waterfalls, cascades, cataracts, logjams, distribution, full, partial, gabion, spatial, fences, weirs, intake, anadromous
","11",,"&lt;none&gt;","0 comments, 0 replies"
"374","Landscape Form & Geomorphology","Density of Instream Wood","The density of relatively stable woody material located within the channel and/or appearing to influence flows.","LWD, debris, logjam, streams, rivers, channels, large woody debris, riparian, pools, riffles, runs, glides, diameter, complex, organic, LOD, coarse, CWD, root wads, structures","86",,"&lt;none&gt;","0 comments, 0 replies"
"439","Landscape Form & Geomorphology","Depth: Riffles","The depth of habitat that is shallow rapids where the water flows swiftly over completely or partially submerged obstructions to produce surface agitation, but where standing waves are absent.","channels, rivers, streams, elevation, water surface, cascades, survey rods, cross-section, maximum, meters, feet, levels","6",,"&lt;none&gt;","0 comments, 0 replies"
"440","Landscape Form & Geomorphology","Distribution of Habitat Type","The spatial extent of habitat type over a unit of area, based on the classification used in the ""Habitat Type"" Subcategory Focus list.","altered, banks, beach, channels, cliffs, delta, dune, floodplain, gravel, islands, kelp, lagoon, lakes, ponds, reservoirs, overhanging vegetation, pools, riffles, riparian, rivers, streams, runs, glides, marine, seeps, springs, shoreline, alpine, submerged aquatic vegetation, sea grass, terrestrial, tidal, tide pools, wetlands, marshes, wet meadows, bogs, swamps, estuarine, marine, freshwater, watershed, saltwater, pelagic, GIS","70","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"504","Landscape Form & Geomorphology","Abundance of Instream Wood Structures","The abundance or count of wood structures.","density, distribution, streams, rivers, channels, large woody debris, LWD, riparian, pools, riffles, runs, glides, diameter, complex, logjams, organic, LOD, coarse, CWD, root wads","97",,"&lt;none&gt;","0 comments, 0 replies"
"505","Landscape Form & Geomorphology","Abundance of Other Instream Structures","The abundance or count of non-wood instream structures including, but not limited to, boulders, pilings, jetties, docks, bridge footings, etc.","density, distribution, streams, rivers, channels, debris, riparian, pools, riffles, runs, glides, diameter","4",,"&lt;none&gt;","0 comments, 0 replies"
"506","Landscape Form & Geomorphology","Abundance of Species Migration Barriers","The abundance or count of a specified natural or anthropogenic full or partial barrier to migration or movement of a species.","density, distribution, gabion, fences, weirs, impoundments, dams, culverts, dikes, temporary, seasonal, passage, movement, tidegates, waterfalls, cascades, cataracts, logjams, road crossings, intake, spatial, anadromous","1",,"&lt;none&gt;","0 comments, 0 replies"
"29","Landscape Form & Geomorphology","Edge/Density/Sinuosity","Total edge, density, and sinuosity organized by sub-area and habitat types.","altered, banks, beach, channels, cliffs, delta, dune, floodplain, gravel, islands, kelp, lagoon, lakes, ponds, reservoirs, overhanging vegetation, pools, riffles, riparian, rivers, streams, runs, glides, marine, seeps, springs, shoreline, alpine, submerged aquatic vegetation, sea grass, terrestrial, tidal, tide pools, wetlands, marshes, wet meadows, bogs, swamps, estuarine, marine, freshwater, watershed, saltwater, pelagic","93","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"30","Landscape Form & Geomorphology","Elevation","Topography measures the height of a point on the surface of the sediment or soil of a location, expressed relative to a datum point.","survey rods, cross-section, levels","36",,"&lt;none&gt;","0 comments, 0 replies"
"32","Landscape Form & Geomorphology","Gradient","The slope (change in vertical elevation per unit of horizontal distance) of the surface within a site or reach.","slope, gradient, inclinometer, survey rods, cross-section, levels","90",,"&lt;none&gt;","0 comments, 0 replies"
"36","Landscape Form & Geomorphology","Length/Width/Area","The unit length, width, and/or area of a specific habitat type. ","miles, distance, kilometers, yards, feet, reach, diameter, acres, altered, banks, beach, channels, cliffs, delta, dune, floodplain, gravel, islands, kelp, lagoon, lakes, ponds, reservoirs, overhanging vegetation, pools, riffles, riparian, rivers, streams, runs, glides, marine, seeps, springs, shoreline, alpine, submerged aquatic vegetation, sea grass, terrestrial, tidal, tide pools, wetlands, marshes, wet meadows, bogs, swamps, estuarine, marine, freshwater, watershed, saltwater, pelagic","243","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"37","Landscape Form & Geomorphology","Depth: Pool","The depth of a pool in the channel.","residual, maximum, crest, meters, feet, survey rods, cross-section, channels, rivers, streams, levels","119",,"&lt;none&gt;","0 comments, 0 replies"
"38","Landscape Form & Geomorphology","Porosity","The run-off coefficient value over a specified area relating to the porosity of the substrate or the absorptive properties of vegetation. ","runoff, run, off, permeability, imperviousness, overland, flow, hortonean, groundwater, surface water, hyporheic, soils, interstitial","0","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"39","Landscape Form & Geomorphology","Species Cover","The concentration of specified habitat type used as a cover or protection from predation.","shelter, concealment, protection, hiding, place, refuge, asylum, refugia, boulder, algae, periphyton, grass, overhang, undercut, submerged aquatic vegetation, instream, altered, banks, beach, channels, cliffs, delta, dune, floodplain, gravel, islands, kelp, lagoon, lakes, ponds, reservoirs, pools, riffles, riparian, rivers, streams, runs, glides, marine, seeps, springs, shoreline, alpine, submerged aquatic vegetation, sea grass, terrestrial, tidal, tide pools, wetlands, marshes, wet meadows, bogs, swamps, estuarine, marine, freshwater, watershed, saltwater, pelagic","102","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"40","Landscape Form & Geomorphology","Surface Water Cover","Percentage of time and frequency a site is covered with water.","elevation, dewater, frequency, flooding, floodplain, cross-section, riparian, runoff, wetted, seasonal","7",,"&lt;none&gt;","0 comments, 0 replies"
"41","Landscape Form & Geomorphology","Transport: Organics","Movement of invertebrates (aquatic and terrestrial) and coarse organic detritus from headwaters to habitats downstream due to the movement of the water in which they are entrained.","drift, invertebrate, nutrients, river continuum, watershed, streams, rivers, channels, suspended, flow, discharge, productivity, macroinvertebrates","0",,"&lt;none&gt;","0 comments, 0 replies"
"43","Landscape Form & Geomorphology","Width to Depth Ratio","Index of the cross-section shape of a stream channel at bankfull level. ","incision, shallowness, entrenchment, Rosgen, bedform, morphology, plan view","89",,"&lt;none&gt;","0 comments, 0 replies"
"44","Landscape Form & Geomorphology","Width: Bankfull ","Width of channel at point where the water level of a stream, river, or lake would be at the top of its banks and any further rise would result in water moving into the floodplain.","bank, full, span, tape measures, survey rod, levels, cross-section, survey rod, recurrence interval, inflection, high water mark","89",,"&lt;none&gt;","0 comments, 0 replies"
"45","Landscape Form & Geomorphology","Width: Wetted","The width of the water surface measured perpendicular to the direction of flow at any given discharge level.","channels, bankfull, bank, full, span, seasonal, bedform, cross-section, survey rod, levels, tape measures, instantaneous, streams, rivers, water meter, discharge","79",,"&lt;none&gt;","0 comments, 0 replies"
"15","Landscape Form & Geomorphology","Abundance of Habitat Types","The abundance or count of a specified habitat type. ","density, distribution, classification, altered, banks, beach, channels, cliffs, delta, dune, floodplain, gravel, islands, kelp, lagoon, lakes, ponds, reservoirs, overhanging vegetation, pools, riffles, riparian, rivers, streams, runs, glides, marine, seeps, springs, shoreline, alpine, submerged aquatic vegetation, sea grass, terrestrial, tidal, tide pools, wetlands, marshes, wet meadows, bogs, swamps, estuarine, marine, freshwater, watershed, saltwater, pelagic","159","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"17","Landscape Form & Geomorphology","Depth: Bathymetry","The negative elevation or depth of a point on the surface of the submerged sediment, expressed relative to a datum point of sea level or lake level. In rivers, a collection of depth points that represent the gradients of elevation and depth change along a geologic surface (bathymetry).","fathoms, contours, substrate, topography, underwater, sounding line, sonar","123",,"&lt;none&gt;","0 comments, 0 replies"
"18","Landscape Form & Geomorphology","Catastrophic Risk","The risk level of a catastrophic event occurring.","lahar, landslide, movement, mass wasting","0",,"&lt;none&gt;","0 comments, 0 replies"
"19","Landscape Form & Geomorphology","Composition/Structure of Habitat Types","The type and amount of habitat types within a specified area.","diversity, density, plant, assemblage, distribution, classification, altered, banks, beach, channels, cliffs, delta, dune, floodplain, gravel, islands, kelp, lagoon, lakes, ponds, reservoirs, overhanging vegetation, pools, riffles, riparian, rivers, streams, runs, glides, marine, seeps, springs, shoreline, alpine, submerged aquatic vegetation, sea grass, terrestrial, tidal, tide pools, wetlands, marshes, wet meadows, bogs, swamps, estuarine, marine, freshwater, watershed, saltwater, pelagic","87","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"20","Landscape Form & Geomorphology","Cover","The type of structural or vegetative habitat that covers the ground.","land, landtype, bank, riparian, instream, overhanging, densiometers, rulers, quadrats, density, canopy, basal","54","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"21","Landscape Form & Geomorphology","Density of Habitat Type","The amount of habitat type over a unit of area, based on the classification used in the ""Habitat Type"" Subcategory Focus list.","concentration, cover, classification, altered, banks, beach, channels, cliffs, delta, dune, floodplain, gravel, islands, kelp, lagoon, lakes, ponds, reservoirs, overhanging vegetation, pools, riffles, riparian, rivers, streams, runs, glides, marine, seeps, springs, shoreline, alpine, submerged aquatic vegetation, sea grass, terrestrial, tidal, tide pools, wetlands, marshes, wet meadows, bogs, swamps, estuarine, marine, freshwater, watershed, saltwater, pelagic","134","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"22","Landscape Form & Geomorphology","Detritus Concentration","Concentration of organic debris formed from the decay of organisms.","LWD, large, woody, macro, micro, plankton, primary, secondary, production, CPOM, FPOM, food web, decomposition, microbes","0",,"&lt;none&gt;","0 comments, 0 replies"
"23","Landscape Form & Geomorphology","Distance Between Habitat Types","The measure of distance between habitat types.","gap, spacing, frequency, mapping, tape measure, refugia, altered, banks, beach, channels, cliffs, delta, dune, floodplain, gravel, islands, kelp, lagoon, lakes, ponds, reservoirs, overhanging vegetation, pools, riffles, riparian, rivers, streams, runs, glides, marine, seeps, springs, shoreline, alpine, submerged aquatic vegetation, sea grass, terrestrial, tidal, tide pools, wetlands, marshes, wet meadows, bogs, swamps, estuarine, marine, freshwater, watershed, saltwater, pelagic","12","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"24","Landscape Form & Geomorphology","Distribution of Barriers","The spatial extent of natural or engineered structures that are considered barriers or impediments to species migration.","passage, road crossings, culverts, tidegates, dams, anthropogenic, waterfalls, cascades, cataracts, logjams, GIS, distribution, full, partial, gabion, spatial, fences, weirs, intake, anadromous","14",,"&lt;none&gt;","0 comments, 0 replies"
"25","Landscape Form & Geomorphology","Distribution of Instream Wood","The spatial extent of relatively stable woody material located within the channel and/or appearing to influence flows.","large, debris, LWD, organic, LOD, coarse, CWD, structure, root wad, logjam, complexity, streams, rivers, channels, large woody debris, riparian, pools, riffles, runs, glides, diameter, complex","30",,"&lt;none&gt;","0 comments, 0 replies"
"188","Landscape Form & Geomorphology","Depth/Height: Bankfull ","The measurement of the depth of water from the channel bed to the height where water fills the stream to the point where it overflows to the floodplain.","rivers, flow regime, cross-section, survey rods, levels, riparian, profile, inflection","58",,"&lt;none&gt;","0 comments, 0 replies"
"191","Landscape Form & Geomorphology","Width: Flood Prone","The width of habitat that tends to flood.","50, fifty, one hundred, 100, floodplain, recurrence interval, inflection, tape measures, levels, survey rod, cross-section, streams, rivers, channels, lakes, banks","21",,"&lt;none&gt;","0 comments, 0 replies"
"197","Landscape Form & Geomorphology","Structural Stability","Measurement of a structure's ability to maintain its normal configuration due to external forces.","intact","13",,"&lt;none&gt;","0 comments, 0 replies"
"198","Landscape Form & Geomorphology","Water Surface Elevation","The elevation of an observed water surface.","transect, survey rod, level, gauge, cross-section","20",,"&lt;none&gt;","0 comments, 0 replies"
"193","Landscape Form & Geomorphology","Ordinary High Water Mark","The point on the bank or shore up to which the presence and action of water is so continuous or frequent as to leave a distinct mark by erosion or other easily recognizable mark.","flooding, recurrence interval, bankfull, inflection, discharge, rivers, streams, channels, cross-section","1",,"&lt;none&gt;","0 comments, 0 replies"
"195","Landscape Form & Geomorphology","Size: Wood Structure","The size, volume, or dimension of the wood structures.","lwd, debris, organic, owd, swd, diameter, length, radius, streams, rivers, channels, large woody debris, riparian, complex, logjams, root wads, coarse, LWD, LOD","109",,"&lt;none&gt;","0 comments, 0 replies"
"266","Light","Light Attenuation","The intensity or fraction of solar energy utilized by plants in photosynthesis or scattered or absorbed by other physical processes. Measured in wavelength or other units.","Spectrophotometry, transmissometer, attenuated light, reflection, refraction, diffraction, Secchi disc, thermopile radiometer","1",,"&lt;none&gt;","0 comments, 0 replies"
"110","Light","Light Concentration","The relative intensity of light.","shade, density, canopy, cover, vegetation, wavelength","44",,"&lt;none&gt;","0 comments, 0 replies"
"111","Light","Light Absorption","The intensity or fraction of solar energy utilized by plants in photosynthesis. Measured in wavelength or other units.","chlorophyll, concentration, primary production, Spectrophotometry, absorbed light","2",,"&lt;none&gt;","0 comments, 0 replies"
"112","Macroinvertebrates","Abundance of Macroinvertebrates","The number (count) of macroinvertebrate species or species within a particular life stage that are present within a specified area.","number, drift, insects, freshwater, index, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, annelids, worms, surveys, estimates, population size, invertebrate","70",,"&lt;none&gt;","0 comments, 0 replies"
"113","Macroinvertebrates","Composition: Macroinvertebrate Species Assemblage","Macroinvertebrate species density or diversity. ","type, amount, total, biodiversity, area, richness, mollusk, clams, snails, bivalves, worms, annelids, insects, IBI, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, count, number, occurrence, hybrid, subspecies, communities, identification","48","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"285","Macroinvertebrates","Condition of Life Stage:  Macroinvertebrates","The condition (or well-being) of macroinvertebrate species at a particular life stage; may be based upon an index of multiple metrics, from size, length, stress, disease, parasites, toxins, or other variables.","mollusks, clams, snails, bivalves, worms, annelids, insects, health, nutrition, weight, mass, arthropods, cnidarians, echinoderms, flatworms, sponges, eggs, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"299","Macroinvertebrates","Diet: Macroinvertebrates","The identification of food consumed by macroinvertebrates by type and/or mass.","clams, snails, bivalves, worms, annelids, insects, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","1",,"&lt;none&gt;","0 comments, 0 replies"
"293","Macroinvertebrates","Density of Macroinvertebrate Species","The abundance of a single macroinvertebrate species type in a specified unit of area.","concentration, distribution, number, count, surveys, estimates, sampling, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, population size","15",,"&lt;none&gt;","0 comments, 0 replies"
"259","Macroinvertebrates","Age Structure:  Macroinvertebrate","Age composition of the macroinvertebrate species used to represent a proportion for a specific life stage. ","drift, insects, freshwater, macro, invertebrate, absolute, cohort, generation, years, eggs, adults, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, annelids, worms","2","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"289","Macroinvertebrates","Predation Rate: Macroinvertebrates","The amount of predation on a macroinvertebrate species as a whole or on a particular life stage.","clams, snails, bivalves, worms, annelids, insects, predators, prey, mortality, number, count, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"304","Macroinvertebrates","Distribution of Macroinvertebrate Species","Spatial arrangement of macroinvertebrate species or life stage within a population’s range by habitat. Distribution also captures the geographic range of individuals within a specified area, e.g., watershed or basin.","clams, snails, bivalves, worms, annelids, insects, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clumped, random, even, GIS","5",,"&lt;none&gt;","0 comments, 0 replies"
"311","Macroinvertebrates","Diversity of Macroinvertebrates:  Change","Change in life history or genetic diversity of individual macroinvertebrate species by changes in abundance of specific species.","clams, snails, bivalves, worms, annelids, insects, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, biodiversity","13",,"&lt;none&gt;","0 comments, 0 replies"
"317","Macroinvertebrates","ELISA Values: Macroinvertebrates","Enzyme-Linked-Immunosorbent Serologic Assay: An assay that relies on an enzymatic conversion reaction and is used to detect the presence of specific substances (such as enzymes, viruses, antibodies, or bacteria).","clams, snails, bivalves, worms, annelids, insects, BKD, incidence, enzyme, immunosorbent, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","0",,"&lt;none&gt;","0 comments, 0 replies"
"323","Macroinvertebrates","Fecundity:  Macroinvertebrates","Fecundity is the number of eggs produced by a mature adult female.  ","productivity, age, size, offspring, clams, snails, bivalves, worms, annelids, insects, reproduction, demography, count, population viability analysis, PVA, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","0",,"&lt;none&gt;","0 comments, 0 replies"
"328","Macroinvertebrates","Food Web Interaction:  Macroinvertebrates","Macroinvertebrate species' diet and prey species composition and abundance as an indicator of trophic and food web relationships.","competition, intraspecific, interspecific, capture, mollusks, clams, snails, bivalves, worms, annelids, insects, arthropods, cnidarians, echinoderms, flatworms, sponges, stomach contents, fecal sample, isotopes","2",,"&lt;none&gt;","0 comments, 0 replies"
"333","Macroinvertebrates","Foraging Success:  Macroinvertebrates","Index of food consumption habits of macroinvertebrate species.","prey, composition, competition, capture, stomach, contents, mollusks, clams, snails, bivalves, worms, annelids, insects, diet, fecal sample, isotope, arthropods cnidarians, echinoderms, flatworms, sponges","0",,"&lt;none&gt;","0 comments, 0 replies"
"339","Macroinvertebrates","Genetics:  Macroinvertebrate Diversity, Fitness, or Variation","Genetic characterization (via DNA microsatellites) describes lineage and within- and between-population genetic variability.","genotyping, GSI, clams, snails, bivalves, worms, annelids, insects, biodiversity, alleles, PCR, loci, sequencing, intraspecific, interspecific, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges","2",,"&lt;none&gt;","0 comments, 0 replies"
"253","Macroinvertebrates","Age:  Macroinvertebrates","The length of time that a macroinvertebrate species in a particular life stage has existed or the total duration of life, usually represented in years.","absolute, mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, annelids, worms, eggs, adults","1","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"244","Macroinvertebrates","Drift Density","Drift density is expressed as the number of invertebrates drifting per 100 m3 of water.","mollusks, arthropods, cnidarians, echinoderms, flatworms, sponges, clams, snails, bivalves, worms, annelids, insects, count, sampling, distribution, flow management, discharge","15","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
