"Site Name","Event Name","Lat","Long","Date","State","County","Category","Protocol","Protocol Url","Study Plan","Study Plan Url","Program","Program Url","Organization","Organization Url","URL","Data Provider"
"CBW05583-345375","Secesh Bottom","45.06849","-115.75884","2017-08-30T13:01:00","Idaho","Valley County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - South Fork Salmon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v3.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Quantitative Consultants Inc","https://www.monitoringresources.org/Resources/Organization/Detail/28","","ChampMonitoring.org"
"YFI00001-001328","LWD_treatmeant_Sites","44.39381","-114.68039","2015-07-11T11:18:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000559","Evelyn","44.40883","-114.65125","2015-07-15T13:50:00","Idaho","Custer County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000427","Evelyn","44.39532","-114.67643","2015-08-28T13:13:00","Idaho","Custer County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-002010","Yankee Fork 2016 Field Season","44.45952","-114.58693","2016-08-20T12:47:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-001503","YF_Annual_StepPanel_Sites","44.33542","-114.72111","2015-09-24T10:25:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"CBW05583-250506","Tour De JD","44.52177","-118.53944","2016-07-22T09:08:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"OJD03458-000505","Middle Fork","44.56125","-118.8282","2017-08-14T07:00:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-117618","Happy","44.27462","-119.37572","2016-08-13T09:09:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-522866","Maleficent","44.3126","-119.50701","2016-08-29T08:48:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-449266","CTWS AEM sites","44.61151","-118.55508","2015-07-13T10:16:00","Oregon","Grant County","Classification of Ecological or Geological Attribute, Climate/Weather, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects Plus CHaMP 2014 Methods","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Warm Springs Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/8","","ChampMonitoring.org"
"CBW05583-086186","ODFW Big Sites","45.21746","-117.91003","2015-07-27T08:25:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-405674","CRITFC Catherine Creek","45.19654","-117.83898","2015-09-14T08:40:00","Oregon","Union County","Classification of Ecological or Geological Attribute, Climate/Weather, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects Plus CHaMP 2014 Methods","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CRITFC","https://www.monitoringresources.org/Resources/Organization/Detail/6","","ChampMonitoring.org"
"CBW05583-491690","CRITFC Catherine Creek","45.16858","-117.79951","2015-07-15T08:16:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CRITFC","https://www.monitoringresources.org/Resources/Organization/Detail/6","","ChampMonitoring.org"
"ENT00001-1BC3","IMW_Hitch_2015","47.66366","-120.24456","2015-08-09T08:11:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"ENT00001-1F9","IMW_Hitch_2015","47.71523","-120.33969","2015-09-11T16:01:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"ENT00001-3F1","IMW_Hitch_2015","47.90245","-120.47316","2015-08-20T13:46:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"YFI00001-000427","LWD_treatmeant_Sites","44.39532","-114.67643","2015-08-28T13:12:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"ENT00001-3A2","Entiat_IMW_2016","47.86","-120.42277","2016-08-03T14:25:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"ENT00001-3D2","Entiat_IMW_2016","47.89161","-120.45069","2016-08-07T08:35:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-015162","CTUIR_GrandeRondeBasin_PHAMS","45.26392","-118.40916","2016-08-08T09:25:00","Oregon","Union County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Site Level Stream Habitat Assessment Survey","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CTUIR","https://www.monitoringresources.org/Resources/Organization/Detail/33","","ChampMonitoring.org"
"CBW05583-298667","Entiat_ST_2016","47.77033","-120.43336","2016-06-26T08:01:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"WEN00001-Boatlaunch_Control","NSDivas 2016","47.5908","-120.66511","2016-05-11T08:00:00","Washington","Chelan County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders) v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","NSD","https://www.monitoringresources.org/Resources/Organization/Detail/3425","","ChampMonitoring.org"
"TET00001-Eschbach_Impact","July20_24_YakimaBasin","46.67647","-120.64901","2016-06-20T11:30:00","Washington","Yakima County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders) v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"GCT00001-GraniteControl","CTUIR_AEM_Biomonitoring","44.81282","-118.45666","2016-09-08T13:48:00","Oregon","Grant County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Site Level Stream Habitat Assessment Survey","","Action Effectiveness Monitoring BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders) v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","CTUIR","https://www.monitoringresources.org/Resources/Organization/Detail/33","","ChampMonitoring.org"
"AEM001-ChewuchRight_Treatment","NSDivas 2016","48.605","-120.16316","2016-07-18T12:02:00","Washington","Okanogan County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA EPT Monitoring Effectiveness of Instream Habitat Projects (ELJs/LWD/Boulders) v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","NSD","https://www.monitoringresources.org/Resources/Organization/Detail/3425","","ChampMonitoring.org"
"CBW05583-047999","Tucannon Sites","46.18983","-117.71518","2016-09-05T09:34:00","Washington","Columbia County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"CBW05583-214911","NSD Tucannon Hitch","46.23583","-117.70149","2016-08-06T08:36:00","Washington","Columbia County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","NSD","https://www.monitoringresources.org/Resources/Organization/Detail/3425","","ChampMonitoring.org"
"CBW05583-010495","Tucannon Snorkels sites","46.32721","-117.67134","2016-07-15T12:00:00","Washington","Columbia County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"CBW05583-051954","Sneezy","44.55747","-118.46495","2016-07-19T12:06:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"YFI00001-000175","Evelyn","44.41108","-114.63964","2015-07-15T09:01:00","Idaho","Custer County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000482","Yankee Fork 2016 Field Season","44.39625","-114.8251","2016-08-05T09:00:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"CBW05583-019570","Low","44.36485","-119.55068","2015-09-14T08:06:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-290034","Clove","44.63924","-118.6279","2015-08-04T08:07:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"YFI00001-000901","YF_Annual_StepPanel_Sites","44.33763","-114.72311","2015-08-15T15:51:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000133","YF_Annual_StepPanel_Sites","44.33472","-114.72303","2015-08-10T10:23:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-001129","YF_Annual_StepPanel_Sites","44.33943","-114.72179","2015-08-14T09:20:00","Idaho","Custer County","Classification of Ecological or Geological Attribute, Climate/Weather, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects Plus CHaMP 2014 Methods","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"CBW05583-207602","JR3","44.59417","-118.51628","2015-08-15T17:39:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-311466","CRITFC Catherine Creek","45.15526","-117.77526","2016-09-05T09:49:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CRITFC","https://www.monitoringresources.org/Resources/Organization/Detail/6","","ChampMonitoring.org"
"CBW05583-316330","ODFW Large Sites","45.10312","-117.59378","2017-08-24T10:26:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-527786","ODFW Large Sites","45.11911","-117.68809","2017-09-05T08:08:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"AEM003_Taenum_Treatment","NOAA EPT SNORKEL","47.08326","-120.73327","2015-07-13T08:00:00","Washington","Kittitas County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"AEM003_Indian_Treatment","NOAA EPT Fish Barrier Sites","45.79931","-121.47582","2015-07-24T13:30:00","Washington","Klickitat County","Fish, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils","BPA - EPT Monitoring Effectiveness of Complete Fish Passage Barriers Projects","","","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
